sid,scaden_epi,scaden_lymph,scaden_conn,epi_pan_neo,inflam,connective,dead,epi_pan_non_neo,epi_pan_perc,inflam_perc,connective_perc,dead_perc,epi_mon,lymph,macro,neutro,epi_mon_perc,lymph_perc,macro_perc,neutro_perc,epi_manual,lymph_manual,combined_neo_epi,combined_inflam,combined_conn,combined_dead,combined_epi_non_neo,combined_mon_unique_epi,combined_lymph,combined_macro,combined_neutro,combined_epi_perc,combined_inflam_perc,combined_conn_perc,combined_dead_perc,combined_lymph_perc,combined_macro_perc,combined_neutro_perc,scaden_own_epi,scaden_own_lymph
s_1,52.970474,5.1782852,16.5667553,166490,2660,172123,787,7844,49.8234,0.7602,49.1915,0.2249,128200,6878,5740,570,90.67,4.86,4.06,0.4,50,0,185984,8056,152314,1340,2210,6345,80,2345,8,54.2372,2.246,42.4649,0.3736,0.0223,0.6538,0.0022,42.9782176,5.2898095
s_10,52.645121,5.2458307,17.1408581,168454,749,124416,403,3365,57.7762,0.2519,41.8364,0.1355,116438,3506,4373,54,93.62,2.82,3.52,0.04,50,0,182619,3763,109570,373,1062,5537,72,1826,23,62.0702,1.2344,35.9429,0.1224,0.0236,0.599,0.0075,42.7951662,5.3566588
s_100,50.9607136,5.6511942,17.9217752,70602,505,51106,247,809,57.931,0.4097,41.4589,0.2004,27085,1763,2532,46,86.19,5.61,8.06,0.15,60,0,74225,1965,46561,239,279,1914,13,1075,1,60.5186,1.5562,36.8736,0.1893,0.0103,0.8513,0.0008,40.3590562,5.8848214
s_101,45.9541589,5.936583,19.5622403,87134,1963,161001,1206,5960,36.1862,0.763,62.582,0.4688,66712,5320,4284,370,86.99,6.94,5.59,0.48,50,0,104243,5906,143855,1404,1856,3666,171,2313,79,41.6577,2.2414,54.5954,0.5328,0.0649,0.8778,0.03,39.6447461,5.2065641
s_102,51.2557376,5.4124637,17.2342211,73910,724,79778,139,4669,49.3525,0.4547,50.1055,0.0873,62194,3285,2072,34,92.02,4.86,3.07,0.05,60,1,84016,3445,70599,155,1005,2810,71,1218,9,53.7758,2.1093,43.2253,0.0949,0.0435,0.7457,0.0055,42.8697145,5.1605407
s_104,48.6672084,5.8926901,18.8312866,421128,3006,459278,818,17585,48.6478,0.3333,50.9282,0.0907,289474,13058,5500,93,93.95,4.24,1.78,0.03,60,1,465843,14078,416412,837,4645,13563,129,2735,5,52.7147,1.5331,45.3486,0.0912,0.014,0.2979,0.0005,39.720909,5.3113455
s_105,49.61982,5.7532334,17.9721836,87887,4482,64213,1338,5752,57.2114,2.7384,39.2327,0.8175,71134,9714,6741,72,81.15,11.08,7.69,0.08,70,1,97650,10498,53194,1233,1097,2649,197,2651,9,59.9345,6.2053,31.4426,0.7288,0.1164,1.567,0.0053,40.148756,5.5838356
s_106,46.1979195,5.7203781,20.3056844,68765,2382,167798,661,5678,30.3497,0.9711,68.4097,0.2695,57806,7421,7681,164,79.11,10.16,10.51,0.22,40,0,85665,7994,149392,661,1572,3983,224,4249,40,35.9445,3.15,58.8667,0.2605,0.0883,1.6743,0.0158,37.9671682,5.3940748
s_108,47.2913842,5.773765,19.8984093,137538,1215,147379,683,4546,48.7656,0.417,50.583,0.2344,73944,4043,3773,56,90.38,4.94,4.61,0.07,40,0,144870,4498,139696,621,1676,2772,52,1380,6,50.5185,1.5218,47.2631,0.2101,0.0176,0.4669,0.002,38.3471987,5.4480384
s_109,50.7559451,5.3495713,17.8918796,126025,3612,275329,421,17901,34.0019,0.8533,65.0453,0.0995,112016,11201,2608,424,88.73,8.87,2.07,0.34,50,1,156484,12340,248479,759,5226,4896,180,1251,28,38.7778,2.8722,57.8338,0.1767,0.0419,0.2912,0.0065,41.3039315,5.242065
s_11,51.7777495,5.4732797,18.0919308,262847,2504,317871,689,9648,45.9087,0.4219,53.5534,0.1161,203485,10292,3793,325,93.39,4.72,1.74,0.15,50,0,293294,11242,285513,1033,2477,8394,103,1678,5,50.3802,1.8621,47.2908,0.1711,0.0171,0.2779,0.0008,40.8602678,5.5707577
s_110,51.8232946,5.5181817,17.7005225,387354,3023,397478,842,31575,51.072,0.3685,48.4569,0.1026,328428,12552,5210,305,94.79,3.62,1.5,0.09,60,0,441835,14055,354261,1057,9064,11253,162,2364,16,55.4095,1.6851,42.4739,0.1267,0.0194,0.2834,0.0019,41.670016,5.6104573
s_111,49.0057444,5.6919068,18.8097647,219469,1819,218502,770,7271,50.6307,0.4062,48.7912,0.1719,176572,8750,8476,154,91.04,4.51,4.37,0.08,40,0,246222,9386,189512,807,1904,9719,95,3542,18,55.9068,2.0351,41.0906,0.175,0.0206,0.768,0.0039,40.0837401,5.3359741
s_112,48.4216894,5.6909297,19.2050185,160091,2492,251675,528,13485,40.5295,0.5819,58.7654,0.1233,149239,11686,8970,521,87.57,6.86,5.26,0.31,60,0,194275,12551,215700,995,4750,7230,175,5905,30,46.7051,2.8421,48.8439,0.2253,0.0396,1.3371,0.0068,39.5703474,5.4182137
s_113,54.4541035,5.3480109,16.2271172,270814,1993,173167,482,12264,61.7104,0.4345,37.75,0.1051,237793,8344,5053,377,94.52,3.32,2.01,0.15,70,0,305460,8840,139850,742,3828,10989,158,2741,89,67.7552,1.8701,29.5855,0.157,0.0334,0.5799,0.0188,43.3676316,5.8135821
s_114,50.9374106,5.4854356,17.3402077,189862,1005,167940,999,5944,53.5355,0.2748,45.9166,0.2731,143680,4334,3685,78,94.67,2.86,2.43,0.05,50,0,209243,4801,148901,1016,1789,6093,46,1413,0,58.1634,1.2861,39.8875,0.2722,0.0123,0.3785,0,40.3811802,5.4098328
s_115,50.273905,5.6585713,18.1664037,80393,525,81677,217,2912,50.2673,0.3168,49.285,0.1309,70006,3255,470,39,94.9,4.41,0.64,0.05,50,0,91420,3416,69953,230,705,2212,31,247,2,56.0809,2.0307,41.5852,0.1367,0.0184,0.1468,0.0012,39.8386019,5.4052973
s_116,46.58623,5.6666075,19.8891942,186591,1453,195556,389,6355,49.4297,0.3722,50.0984,0.0997,138372,5960,3646,120,93.43,4.02,2.46,0.08,50,0,208501,6595,172726,463,2059,8432,56,1384,6,54.7176,1.6478,43.1575,0.1157,0.014,0.3458,0.0015,39.530561,4.9577184
s_117,52.8483244,5.4064659,17.0885882,127022,355,67217,149,1442,65.4811,0.181,34.262,0.0759,80235,1989,2316,44,94.86,2.35,2.74,0.05,60,0,132823,2140,60630,150,442,3669,18,920,5,68.1952,1.0658,30.1947,0.0747,0.009,0.4582,0.0025,42.044182,5.7280713
s_118,48.9139979,5.7307111,19.3019018,78761,511,95353,89,5318,46.7023,0.2838,52.9645,0.0494,67821,2200,898,25,95.6,3.1,1.27,0.04,60,0,90743,2395,85657,112,1125,2351,22,573,0,51.492,1.3089,46.8127,0.0612,0.012,0.3132,0,39.5708365,5.4540884
s_119,48.8706118,5.8529229,18.80054,87435,677,83569,297,2404,51.5185,0.3882,47.923,0.1703,60027,3222,3769,107,89.43,4.8,5.61,0.16,60,1,97749,3356,72141,314,822,3842,122,2126,42,56.7341,1.8591,39.9642,0.1739,0.0676,1.1777,0.0233,40.3215125,5.2476242
s_12,45.900822,6.000332,20.7398064,124553,2887,149163,725,1222,45.1535,1.0364,53.5498,0.2603,54775,4890,3181,31,87.11,7.78,5.06,0.05,40,0,129154,6272,142047,664,413,2484,43,1167,4,46.7855,2.2222,50.327,0.2353,0.0152,0.4135,0.0014,36.9220887,5.5896738
s_120,46.3431905,5.9210693,20.545667,133054,1334,233250,277,3255,36.7241,0.3594,62.8418,0.0746,88549,8324,1306,74,90.12,8.47,1.33,0.08,50,1,149759,8755,211248,313,1095,4360,74,578,3,41.26,2.3273,56.1553,0.0832,0.0197,0.1536,0.0008,37.510735,5.2267581
s_121,53.6441388,5.0940203,16.7131734,229759,1169,231809,462,9671,50.6334,0.2472,49.0217,0.0977,175051,5910,5586,120,93.78,3.17,2.99,0.06,70,0,253867,6401,209477,505,2620,8897,98,2763,29,54.7571,1.3207,43.2217,0.1042,0.0202,0.5701,0.006,43.355291,5.4665969
s_122,46.30387,5.9918734,20.1112319,82879,1443,104784,287,9288,46.3894,0.7263,52.7398,0.1445,73432,6099,1840,128,90.1,7.48,2.26,0.16,50,0,98339,6333,91415,342,2252,4032,87,747,4,51.3989,3.1113,44.9101,0.168,0.0427,0.367,0.002,38.7982415,4.8652485
s_123,50.5787815,5.6158858,17.9187675,162096,1688,126864,623,6329,56.5944,0.5672,42.629,0.2093,122529,6073,5141,219,91.47,4.53,3.84,0.16,50,0,178160,6683,110116,759,1882,5723,114,2511,18,60.7143,2.1842,35.9896,0.2481,0.0373,0.8207,0.0059,40.7481855,5.6635073
s_124,47.5414391,5.6164523,20.0530053,107676,1954,220909,635,6588,33.8297,0.5785,65.4037,0.188,91986,8248,3363,137,88.67,7.95,3.24,0.13,40,0,131532,9190,194375,720,1945,4344,86,1144,5,40.1411,2.6766,56.6128,0.2097,0.025,0.3332,0.0015,38.9389454,5.2989327
s_125,52.714343,5.3267592,17.07751,187213,831,101363,268,15987,66.4787,0.2719,33.1618,0.0877,151424,4224,2586,88,95.64,2.67,1.63,0.06,70,0,208922,4425,88375,303,3637,5414,153,1502,25,69.6943,1.4148,28.2569,0.0969,0.0489,0.4802,0.008,44.0470111,5.2230518
s_126,58.170225,4.695887,14.9513236,149568,581,87200,227,5951,63.8611,0.2386,35.8071,0.0932,114847,2868,1501,32,96.31,2.41,1.26,0.03,60,0,161398,3061,77548,241,1279,4684,26,728,0,67.2227,1.2295,31.1482,0.0968,0.0104,0.2924,0,46.9034322,5.3851647
s_127,53.5241639,5.1663125,16.8457361,249904,1475,213989,855,8203,54.4041,0.3109,45.1048,0.1802,155346,6310,5333,120,92.96,3.78,3.19,0.07,70,0,275875,6827,188242,916,2566,6786,116,2506,27,58.9481,1.4109,38.9041,0.1893,0.024,0.5179,0.0056,42.6350277,5.5893507
s_128,47.8594201,5.3662898,18.9842112,37751,283,46032,249,2442,46.3283,0.3262,53.0585,0.287,27394,569,694,39,95.46,1.98,2.42,0.14,40,0,41576,706,43566,252,657,1363,27,431,14,49.2099,0.7969,49.176,0.2845,0.0305,0.4865,0.0158,40.5449664,5.0904175
s_129,45.0556174,5.9339253,19.9202608,256668,2760,278214,934,23859,49.8772,0.4907,49.466,0.1661,203807,9280,4882,428,93.32,4.25,2.24,0.2,50,0,293425,10309,251315,1219,6167,9209,134,2207,35,53.7962,1.7959,43.7816,0.2124,0.0233,0.3845,0.0061,38.4638735,4.9318523
s_13,53.798427,5.3602362,16.8552987,79205,772,71067,163,3635,53.4997,0.4986,45.8965,0.1053,57470,2493,1072,112,93.99,4.08,1.75,0.18,60,0,88025,2690,62577,273,1277,3363,23,516,0,58.3739,1.6946,39.4201,0.172,0.0145,0.3251,0,42.8158524,5.7736825
s_131,46.2630799,6.0426986,19.5070624,74501,2682,97058,410,7880,45.1326,1.4693,53.1734,0.2246,54510,6118,5077,121,82.81,9.29,7.71,0.18,60,0,85796,6680,87221,445,2389,3282,100,2240,4,48.6121,3.5502,46.3554,0.2365,0.0531,1.1905,0.0021,38.9870908,5.1005276
s_132,56.2565993,4.9754277,15.4701716,170194,1789,195751,691,12818,48.004,0.4693,51.3455,0.1812,120626,4139,3617,109,93.88,3.22,2.81,0.08,60,0,190876,4646,180693,765,4263,5644,80,2209,5,51.5912,1.1938,46.429,0.1966,0.0206,0.5676,0.0013,45.3258555,5.5431251
s_134,53.701112,5.1954989,16.6277204,145850,628,111902,492,1967,56.6698,0.2408,42.9008,0.1886,77038,2369,3606,115,92.67,2.85,4.34,0.14,70,0,155760,2554,101381,559,585,5667,29,1578,4,60.4259,0.9526,37.8122,0.2085,0.0108,0.5885,0.0015,43.146397,5.4078655
s_135,48.0543514,5.857631,18.7155802,242392,3088,263847,1025,8061,48.3115,0.5957,50.8951,0.1977,159141,15046,11146,190,85.78,8.11,6.01,0.1,40,0,272918,15867,226728,1043,1857,8415,234,5051,42,53.2157,2.9817,42.6056,0.196,0.044,0.9492,0.0079,38.809765,5.3079543
s_136,47.8230977,5.6108456,19.1620857,86904,2015,117209,2638,2427,42.2983,0.9541,55.4985,1.2491,61863,7706,7358,130,80.28,10,9.55,0.17,70,0,96577,8190,103343,2364,719,3029,101,2926,14,46.1768,3.7696,47.5659,1.0881,0.0465,1.3468,0.0064,40.2153664,4.9059487
s_137,51.2582364,5.5511415,18.2370999,87715,789,87820,380,2224,50.2655,0.441,49.0812,0.2124,68994,3173,1546,104,93.47,4.3,2.09,0.14,60,0,99182,3451,75220,446,629,2951,34,599,12,56.3005,1.8907,41.211,0.2444,0.0186,0.3282,0.0066,40.881042,5.666616
s_138,54.0842946,5.1928619,16.4121306,154012,1052,115821,631,3403,57.2587,0.3827,42.1291,0.2295,87870,4001,2897,54,92.67,4.22,3.06,0.06,70,1,168279,4418,100494,648,1080,4749,49,1308,1,61.9544,1.5721,35.7597,0.2306,0.0174,0.4654,0.0004,43.244431,5.5868537
s_140,50.233069,5.2952491,18.2817933,137117,816,182460,221,10426,44.5695,0.2465,55.1172,0.0668,101026,3396,2167,44,94.74,3.18,2.03,0.04,50,0,153732,3701,170543,259,2805,5092,38,1251,3,47.9009,1.0968,50.5426,0.0768,0.0113,0.3708,0.0009,41.0728923,5.1973558
s_141,53.069694,5.4385333,17.087201,177252,1920,190325,751,7235,48.8729,0.5086,50.4195,0.1989,144143,5922,3556,59,93.79,3.85,2.31,0.04,60,0,196616,6580,171885,714,1688,5164,62,1600,2,52.9436,1.7122,44.7255,0.1858,0.0161,0.4163,0.0005,42.0898897,5.5989532
s_142,49.5903475,5.8571512,17.9489605,193765,1812,115148,476,13614,63.8453,0.5579,35.4503,0.1465,165631,6673,8239,170,91.65,3.69,4.56,0.09,50,0,217426,7135,96685,591,2978,7614,94,3619,7,67.8324,2.1226,28.7625,0.1758,0.028,1.0766,0.0021,41.0613647,5.4980661
s_143,52.8085022,5.203921,17.0947119,116958,1466,118778,559,7073,50.6592,0.5988,48.5137,0.2283,86329,4872,2249,164,92.22,5.2,2.4,0.18,70,0,130797,5409,106172,663,1793,4425,57,1066,7,54.7209,2.1602,42.4028,0.2648,0.0228,0.4257,0.0028,43.190504,5.2138587
s_144,53.2487004,5.3962672,16.9159495,91454,640,95470,661,2211,49.1845,0.3361,50.1323,0.3471,43153,1777,2015,98,91.73,3.78,4.28,0.21,60,0,98373,2045,88410,748,860,2013,18,987,10,52.3333,1.057,45.6984,0.3866,0.0093,0.5102,0.0052,42.5400448,5.7945145
s_145,53.5199237,5.1548708,16.283449,128520,557,109984,461,4971,54.5991,0.2278,44.9845,0.1886,74119,1947,3898,76,92.6,2.43,4.87,0.09,70,0,137058,2165,103027,496,1747,3838,28,1879,2,57.0025,0.8652,41.1713,0.1982,0.0112,0.7509,0.0008,42.3210769,5.7006406
s_147,46.6454998,5.9431298,20.208057,85334,2235,117888,703,10144,44.1407,1.0333,54.5011,0.325,73514,7669,3447,340,86.52,9.03,4.06,0.4,50,0,102430,8349,101967,992,2566,3508,102,1479,11,49.0072,3.7709,46.0547,0.448,0.0461,0.668,0.005,38.7889954,5.2176528
s_148,51.349726,5.1471308,17.5676162,21339,824,64587,614,1749,25.9087,0.9247,72.4776,0.689,18414,1566,2026,120,83.22,7.08,9.16,0.54,40,0,27682,1916,58359,650,506,686,33,852,19,31.8336,2.1124,64.3408,0.7166,0.0364,0.9393,0.0209,41.3797532,5.5976764
s_149,44.8804754,6.3153679,20.8965128,147455,1413,202733,347,9126,43.3653,0.3913,56.1472,0.0961,125656,9859,1486,121,91.64,7.19,1.08,0.09,40,1,178251,10178,170148,450,2047,5829,86,664,6,50.6249,2.7683,46.2788,0.1224,0.0234,0.1806,0.0016,37.2029306,5.3681524
s_15,47.6931913,5.8646597,19.3990444,94197,615,116937,143,3172,45.2744,0.286,54.3731,0.0665,70886,3134,1573,73,93.68,4.14,2.08,0.1,50,1,106836,3363,103692,216,957,4437,28,690,2,50.9624,1.5271,47.0854,0.0981,0.0127,0.3133,0.0009,38.209798,5.4709239
s_150,48.9461266,5.5143949,18.9291057,92711,545,103162,370,2291,47.7208,0.2738,51.8196,0.1859,56361,2673,5602,57,87.12,4.13,8.66,0.09,40,1,100971,2885,94150,334,739,3813,46,2619,12,51.3322,1.4034,45.7997,0.1625,0.0224,1.274,0.0058,39.7874824,5.2353919
s_151,48.9177746,6.0367053,17.7240042,134575,1467,133044,796,8398,51.3774,0.5272,47.8094,0.286,104016,6582,5593,216,89.36,5.65,4.8,0.19,60,1,153790,7042,114155,902,2391,4943,78,2041,7,56.4656,2.4679,40.0054,0.3161,0.0273,0.7153,0.0025,40.1551002,5.2822147
s_152,51.8447762,5.7455386,17.1214662,269115,1695,184729,994,7698,59.6283,0.3651,39.7925,0.2141,158512,7280,10634,123,89.78,4.12,6.02,0.07,70,0,291020,7762,162197,995,2257,8490,84,5774,14,63.0529,1.6218,33.8904,0.2079,0.0176,1.2065,0.0029,42.6217252,5.6881886
s_153,45.252214,6.2426066,19.7338913,118274,2957,148954,1462,6993,44.9566,1.0612,53.4575,0.5247,91416,7050,7851,107,85.9,6.62,7.38,0.1,40,1,134978,7745,132781,1302,1834,4645,77,3402,5,49.3279,2.7008,46.3024,0.454,0.0269,1.1863,0.0017,38.1127856,5.426909
s_155,54.3798743,5.2745835,16.0512881,301230,4779,234006,1413,10555,56.4845,0.8658,42.3937,0.256,236597,13871,13230,187,89.66,5.26,5.01,0.07,60,0,331088,15072,202002,1215,2606,9962,187,5290,19,60.5624,2.6561,35.5988,0.2141,0.033,0.9323,0.0033,43.6121214,5.6331498
s_156,55.116848,4.9849055,16.4597776,38992,449,42697,330,1269,48.0803,0.5362,50.9894,0.3941,21846,1439,1259,29,88.9,5.86,5.12,0.12,40,0,41484,1621,39847,322,463,1416,17,571,1,50.5738,1.8906,46.4731,0.3755,0.0198,0.666,0.0012,44.469428,5.4602574
s_157,45.2470965,6.3632974,19.4705226,116956,2348,126603,1772,3303,47.9154,0.9355,50.4431,0.706,87484,7156,13502,154,80.78,6.61,12.47,0.14,50,0,129646,7829,111275,1466,766,4603,75,6325,7,51.534,2.9883,42.4727,0.5596,0.0286,2.4142,0.0027,38.892618,5.0687184
s_158,52.426071,5.087297,17.5024177,130024,448,119416,323,5373,52.9755,0.1753,46.7228,0.1264,99915,2064,2063,20,96.01,1.98,1.98,0.02,40,0,141567,2250,110305,306,1156,3797,26,973,0,56.2716,0.8641,42.3631,0.1175,0.01,0.3737,0,42.44627,5.2388445
s_16,46.4607416,5.8523773,19.7166022,176308,2132,197035,776,8677,48.057,0.5539,51.1875,0.2016,133880,8465,5329,194,90.54,5.72,3.6,0.13,40,0,197285,9198,174893,884,2668,5643,101,2447,25,52.2953,2.3396,44.4857,0.2249,0.0257,0.6224,0.0064,39.0479618,4.9593333
s_160,48.5771807,5.8615839,18.6396648,57819,858,77345,428,3115,43.6599,0.6148,55.4186,0.3067,41279,4182,1418,58,87.95,8.91,3.02,0.12,40,0,64750,4433,69234,462,686,1827,58,649,1,47.335,3.1196,48.722,0.3251,0.0408,0.4567,0.0007,40.3282003,5.2104465
s_161,47.6547848,5.8279028,19.7161025,156134,1269,199507,594,2647,44.0873,0.3524,55.3954,0.1649,80408,5485,5797,80,87.62,5.98,6.32,0.09,50,1,168652,5923,184143,547,886,5672,70,2483,16,47.5608,1.6078,49.9856,0.1485,0.019,0.674,0.0043,39.2926264,5.5276977
s_162,48.859772,5.2888232,19.6253518,46367,487,79587,170,1611,37.4179,0.3798,62.0697,0.1326,30604,2456,2782,16,85.35,6.85,7.76,0.04,50,0,52561,2608,72379,171,503,1953,25,1523,0,41.7672,1.9799,54.9479,0.1298,0.019,1.1562,0,41.4859597,5.1155664
s_163,48.0967109,6.0379145,18.9664031,70467,1496,120379,429,3485,37.6814,0.7623,61.3377,0.2186,43135,5724,2644,129,83.54,11.09,5.12,0.25,50,1,79240,6192,109217,520,1087,1985,53,1095,3,41.2815,3.1054,54.775,0.2608,0.0266,0.5492,0.0015,40.9483194,5.2212028
s_164,50.344928,5.5721358,17.5933894,97606,1681,91110,315,4364,52.2719,0.8617,46.7049,0.1615,83581,7672,3207,98,88.39,8.11,3.39,0.1,40,0,111367,8086,74384,368,871,3775,68,986,3,58.0332,4.0449,37.2091,0.1841,0.034,0.4932,0.0015,41.2702123,5.400704
s_165,48.6028805,5.6239058,19.4997751,150163,1376,129556,517,2672,53.7614,0.484,45.5727,0.1819,65755,4102,2889,97,90.27,5.63,3.97,0.13,50,0,155658,4610,122521,560,935,2926,49,1015,3,55.3353,1.5992,42.5011,0.1943,0.017,0.3521,0.001,40.9277679,5.0663526
s_166,52.7729723,4.9933197,17.0985273,113516,1226,117254,286,4640,49.8713,0.5175,49.4905,0.1207,84266,5017,2172,147,91.99,5.48,2.37,0.16,60,0,124226,5510,105541,401,1244,3396,66,1065,13,53.3691,2.2819,43.7092,0.1661,0.0273,0.4411,0.0054,41.8037424,5.3997915
s_167,45.9990266,6.0958429,20.1499163,60363,1429,111818,275,2670,35.7016,0.8094,63.3332,0.1558,49987,6603,4841,122,81.21,10.73,7.86,0.2,50,0,74494,6993,94007,363,698,3000,91,2248,11,42.9851,3.8443,51.6792,0.1996,0.05,1.2358,0.006,37.2497156,5.5344815
s_168,50.8044305,5.58449,17.9101489,26347,595,22964,244,564,53.0642,1.1732,45.2814,0.4811,14473,1623,2365,37,78.24,8.77,12.79,0.2,40,0,28496,1766,20078,217,157,1124,35,1046,8,56.2605,3.3367,37.9353,0.41,0.0661,1.9763,0.0151,40.4815886,5.8525916
s_169,46.123912,6.3846538,18.9085724,129439,2167,95725,566,4426,57.6202,0.9328,41.2034,0.2436,91576,9178,2169,178,88.82,8.9,2.1,0.17,50,1,141815,9865,78796,687,1160,3946,99,888,9,61.9227,4.1578,33.2101,0.2895,0.0417,0.3743,0.0038,38.1416287,5.4401532
s_17,51.535737,5.3581367,17.9895133,213697,843,177092,281,9712,55.6263,0.2099,44.0939,0.07,160251,3787,2576,147,96.1,2.27,1.54,0.09,60,0,239142,4023,154420,409,3631,9112,46,1119,14,61.1496,0.9767,37.4882,0.0993,0.0112,0.2717,0.0034,41.27765,5.4732758
s_170,50.8781656,5.5742821,17.5499271,119285,1194,117065,396,4288,51.0152,0.4929,48.3284,0.1635,86138,3952,2894,102,92.54,4.25,3.11,0.11,50,0,129757,4349,106512,460,1150,3912,33,1272,4,54.4836,1.7575,43.044,0.1859,0.0133,0.514,0.0016,42.5520487,5.3669353
s_171,50.8823164,5.8419036,17.493774,53132,470,47167,299,316,52.7184,0.4636,46.5231,0.2949,18198,1398,2258,33,83.15,6.39,10.32,0.15,40,0,55799,1582,43592,274,137,1483,13,1001,0,55.2738,1.5229,41.9634,0.2638,0.0125,0.9636,0,40.6697366,5.915929
s_172,49.0503656,5.7818295,18.2729728,102608,978,102393,258,3326,50.55,0.4667,48.8602,0.1231,66525,3646,1964,107,92.09,5.05,2.72,0.15,40,1,110913,3985,93583,345,737,3454,43,802,1,53.8214,1.8633,43.7584,0.1613,0.0201,0.375,0.0005,40.7224438,5.0847959
s_173,48.2699746,5.7622386,18.9301247,105789,2506,178440,479,6467,38.2238,0.8533,60.7598,0.1631,86962,10226,2420,220,87.11,10.24,2.42,0.22,40,1,125115,10654,155662,653,1597,5730,108,1139,4,44.0501,3.5435,51.7731,0.2172,0.0359,0.3788,0.0013,40.347755,5.2704968
s_174,50.7336613,5.6241399,17.661033,207580,4667,196421,951,19431,52.9102,1.0878,45.7804,0.2217,157135,18145,6069,186,86.56,10,3.34,0.1,60,0,232738,19153,171584,977,4598,5959,288,2516,8,55.5695,4.3746,39.1904,0.2232,0.0658,0.5747,0.0018,40.8656588,5.552798
s_176,49.3735617,5.919005,17.4398356,31372,416,21476,246,1171,59.5143,0.7608,39.2751,0.4499,22789,1133,1495,32,89.55,4.45,5.87,0.13,40,0,34346,1243,18509,223,360,1232,16,586,2,63.5879,2.1993,32.7494,0.3946,0.0283,1.0369,0.0035,41.3425142,5.2127978
s_177,51.0934634,5.4925578,17.0813598,89036,622,52583,288,1496,62.8585,0.4319,36.5096,0.2,53986,2462,3331,36,90.25,4.12,5.57,0.06,40,0,96189,2618,44515,290,413,3340,21,1497,2,67.127,1.7584,29.8989,0.1948,0.0141,1.0055,0.0013,42.0111154,5.3263956
s_178,46.6435915,5.8928743,19.7221407,169863,1780,153023,1449,9432,53.4336,0.5305,45.604,0.4318,121368,5693,11086,180,87.74,4.12,8.01,0.13,60,0,187627,6297,137261,1416,2946,6556,75,6186,17,56.5843,1.8075,39.3997,0.4065,0.0215,1.7756,0.0049,39.0567956,5.1753794
s_18,50.632899,5.4579315,17.9937747,221846,901,192608,335,6731,54.1112,0.2133,45.5962,0.0793,156865,4928,4133,92,94.49,2.97,2.49,0.06,60,1,243174,5195,172044,373,1635,8319,73,1982,15,58.4848,1.2003,39.7505,0.0862,0.0169,0.4579,0.0035,42.7925388,5.0955536
s_180,52.276351,5.2133293,17.0657796,92081,1361,116623,998,1864,44.1208,0.6392,54.7714,0.4687,38050,4094,5666,169,79.31,8.53,11.81,0.35,50,1,97781,4485,108955,960,746,2264,55,2840,7,46.2147,2.0565,49.958,0.4402,0.0252,1.3022,0.0032,43.5772485,4.9986272
s_181,47.7882218,6.00903,19.4413093,122036,5391,174125,1341,8308,41.8842,1.7323,55.9526,0.4309,98384,12020,8038,615,82.64,10.1,6.75,0.52,50,1,142034,13273,152268,1736,1890,4312,235,3119,45,46.4818,4.162,47.7461,0.5444,0.0737,0.978,0.0141,39.3182101,5.5678013
s_182,51.3311002,5.4870346,17.4785796,205996,603,138237,438,4391,60.1682,0.1725,39.5341,0.1253,116508,3938,5793,43,92.26,3.12,4.59,0.03,60,0,218557,4121,125098,408,1481,6377,56,2748,4,63.0946,1.1484,34.8608,0.1137,0.0156,0.7658,0.0011,42.5508814,5.3463599
s_183,53.1066342,5.391774,16.3447801,21626,744,78184,584,880,22.0608,0.7293,76.6375,0.5724,14025,1464,1849,78,80.53,8.41,10.62,0.45,60,0,26441,1786,72881,590,320,636,21,763,6,26.4849,1.7265,70.4545,0.5704,0.0203,0.7376,0.0058,42.31866,5.6362062
s_184,50.3017012,5.6007297,17.7611143,70068,1601,68608,337,6279,51.9746,1.0899,46.7061,0.2294,56105,4706,2779,282,87.84,7.37,4.35,0.44,50,0,81300,5105,58418,578,1492,2519,53,1220,18,56.6087,3.3875,38.7637,0.3835,0.0352,0.8095,0.0119,40.8082847,5.3348402
s_185,48.047522,5.5158755,19.1666366,175294,1349,179656,504,12184,50.8088,0.3656,48.689,0.1366,130365,6167,2085,125,93.96,4.44,1.5,0.09,50,0,192415,6622,166197,591,3162,5385,74,808,5,53.5529,1.7646,44.2886,0.1575,0.0197,0.2153,0.0013,41.077734,4.9859281
s_186,46.845142,5.8939334,19.347171,35423,2329,72352,1223,1751,32.8747,2.0596,63.9842,1.0816,22490,3692,9513,115,62.8,10.31,26.57,0.32,40,0,38796,4211,68529,1102,440,1515,213,4007,16,34.2938,3.5437,57.6703,0.9274,0.1792,3.3721,0.0135,38.9607964,5.306348
s_188,50.1148054,5.4911755,18.5433143,50671,989,73152,211,2706,41.7893,0.7743,57.2713,0.1652,36574,3018,4005,83,83.73,6.91,9.17,0.19,40,0,58054,3240,65359,255,821,2529,77,2193,14,46.328,2.4445,49.3119,0.1924,0.0581,1.6546,0.0106,40.729332,5.3725271
s_189,54.8939656,4.7625829,15.9378393,107525,337,49268,295,4657,69.2131,0.2079,30.397,0.182,60715,1174,1273,55,96.04,1.86,2.01,0.09,50,0,111351,1249,47352,295,1835,2768,22,712,15,70.021,0.7542,28.5944,0.1781,0.0133,0.43,0.0091,45.8117969,5.0583745
